NAME,total_housing_units,built_2020_plus,built_2010_2019,built_2000_2009,total_units_in_structure,units_10_19,units_20_49,units_50_plus,median_home_value,owner_occupied,renter_occupied,total_pop,median_hh_income,bachelors,masters,professional_degree,doctorate,GEOID
Block Group 2; Census Tract 1134.12; Salt Lake County; Utah,435,8,4,60,435,0,0,0,376700.0,332,87,1605,96771.0,159,49,13,4,490351134122
Block Group 1; Census Tract 1134.13; Salt Lake County; Utah,743,0,43,139,743,0,0,0,434300.0,593,96,2626,82865.0,159,45,0,0,490351134131
Block Group 2; Census Tract 1134.13; Salt Lake County; Utah,434,15,0,55,434,0,0,0,358500.0,343,52,1212,,104,50,0,0,490351134132
Block Group 3; Census Tract 1134.13; Salt Lake County; Utah,603,0,0,29,603,0,0,0,353200.0,515,42,1974,93352.0,69,110,7,0,490351134133
Block Group 1; Census Tract 1134.14; Salt Lake County; Utah,391,0,0,189,391,0,0,0,492900.0,379,12,1580,117179.0,40,0,0,0,490351134141
Block Group 2; Census Tract 1134.14; Salt Lake County; Utah,188,0,0,110,188,0,0,0,471100.0,127,28,681,,11,12,0,8,490351134142
Block Group 3; Census Tract 1134.14; Salt Lake County; Utah,478,0,71,322,478,0,0,0,475000.0,373,70,1445,126250.0,248,92,0,5,490351134143
Block Group 4; Census Tract 1134.14; Salt Lake County; Utah,671,0,4,314,671,0,0,0,471600.0,643,28,4285,120383.0,581,13,0,0,490351134144
Block Group 1; Census Tract 1134.15; Salt Lake County; Utah,389,0,0,111,389,0,0,0,355400.0,286,103,1353,90580.0,136,67,0,0,490351134151
Block Group 2; Census Tract 1134.15; Salt Lake County; Utah,575,0,16,511,575,0,0,3,418000.0,520,55,2373,140377.0,178,36,0,0,490351134152
Block Group 3; Census Tract 1134.15; Salt Lake County; Utah,604,0,70,168,604,135,0,322,49200.0,416,154,2291,95075.0,149,24,0,0,490351134153
Block Group 1; Census Tract 1135.05; Salt Lake County; Utah,489,0,0,0,489,76,0,0,366300.0,265,152,1601,100039.0,138,28,0,0,490351135051
Block Group 2; Census Tract 1135.05; Salt Lake County; Utah,524,0,9,74,524,0,0,0,367300.0,476,12,1567,83250.0,195,50,0,10,490351135052
Block Group 3; Census Tract 1135.05; Salt Lake County; Utah,521,0,0,21,521,0,0,0,409600.0,443,78,1849,111563.0,242,35,0,30,490351135053
Block Group 4; Census Tract 1135.05; Salt Lake County; Utah,457,0,59,7,457,0,0,0,310000.0,224,233,1957,63451.0,99,13,6,0,490351135054
Block Group 1; Census Tract 1135.09; Salt Lake County; Utah,575,0,0,154,575,0,0,0,389600.0,484,71,2595,135133.0,189,43,0,50,490351135091
Block Group 2; Census Tract 1135.09; Salt Lake County; Utah,120,0,12,8,120,74,0,34,9999.0,42,78,451,,0,8,0,0,490351135092
Block Group 3; Census Tract 1135.09; Salt Lake County; Utah,768,23,32,102,768,0,0,768,52300.0,741,27,2285,45652.0,120,72,0,0,490351135093
Block Group 4; Census Tract 1135.09; Salt Lake County; Utah,984,22,202,296,984,107,0,133,314300.0,340,489,1802,62815.0,178,32,0,0,490351135094
Block Group 1; Census Tract 1135.10; Salt Lake County; Utah,523,0,33,46,523,0,0,0,343800.0,492,31,1526,79491.0,180,9,14,0,490351135101
Block Group 2; Census Tract 1135.10; Salt Lake County; Utah,305,41,15,6,305,0,0,0,374700.0,245,60,905,103142.0,108,34,0,0,490351135102
Block Group 3; Census Tract 1135.10; Salt Lake County; Utah,255,15,0,0,255,0,0,0,446700.0,200,24,818,101458.0,128,39,6,0,490351135103
Block Group 1; Census Tract 1135.11; Salt Lake County; Utah,733,0,0,0,733,53,44,0,390300.0,473,260,2116,88438.0,213,29,8,0,490351135111
Block Group 2; Census Tract 1135.11; Salt Lake County; Utah,484,0,0,0,484,0,0,0,381400.0,428,39,1446,75625.0,96,73,8,0,490351135112
Block Group 1; Census Tract 1135.12; Salt Lake County; Utah,1038,0,0,57,1038,53,64,0,272400.0,456,518,2111,61977.0,226,73,20,0,490351135121
Block Group 2; Census Tract 1135.12; Salt Lake County; Utah,900,0,0,170,900,240,64,0,,0,842,1637,84357.0,211,79,23,0,490351135122
Block Group 1; Census Tract 1135.13; Salt Lake County; Utah,311,0,0,15,311,0,0,15,301800.0,295,16,970,81970.0,77,29,0,0,490351135131
Block Group 2; Census Tract 1135.13; Salt Lake County; Utah,813,0,30,0,813,155,30,0,550600.0,193,620,2308,66143.0,154,0,41,0,490351135132
Block Group 3; Census Tract 1135.13; Salt Lake County; Utah,975,0,207,43,975,189,99,0,453600.0,547,403,2622,63813.0,628,9,0,0,490351135133
Block Group 1; Census Tract 1135.14; Salt Lake County; Utah,730,17,32,93,730,0,58,0,375000.0,93,564,1818,55443.0,164,17,0,0,490351135141
Block Group 2; Census Tract 1135.14; Salt Lake County; Utah,551,0,0,154,551,0,0,296,37800.0,271,175,1274,55265.0,10,0,0,0,490351135142
Block Group 3; Census Tract 1135.14; Salt Lake County; Utah,464,0,67,0,464,30,0,382,,360,104,1179,60909.0,18,0,0,0,490351135143
Block Group 4; Census Tract 1135.14; Salt Lake County; Utah,778,0,103,65,778,83,17,147,321600.0,155,568,1595,45809.0,281,50,0,0,490351135144
Block Group 1; Census Tract 1135.15; Salt Lake County; Utah,736,0,37,104,736,0,0,0,584900.0,623,113,2132,108088.0,362,100,18,62,490351135151
Block Group 2; Census Tract 1135.15; Salt Lake County; Utah,654,0,0,0,654,0,9,0,368400.0,567,87,1403,84048.0,350,0,21,0,490351135152
Block Group 3; Census Tract 1135.15; Salt Lake County; Utah,948,26,71,102,948,35,30,0,562300.0,698,250,3153,100526.0,506,145,0,0,490351135153
Block Group 1; Census Tract 1135.20; Salt Lake County; Utah,1030,0,50,26,1030,55,12,0,384300.0,624,406,2818,73036.0,297,62,0,17,490351135201
Block Group 2; Census Tract 1135.20; Salt Lake County; Utah,411,0,0,14,411,0,0,0,418300.0,381,30,1292,98750.0,267,39,0,10,490351135202
Block Group 1; Census Tract 1135.21; Salt Lake County; Utah,527,0,8,6,527,0,0,0,378300.0,428,84,1901,86786.0,195,19,0,0,490351135211
Block Group 2; Census Tract 1135.21; Salt Lake County; Utah,395,0,11,0,395,0,0,0,400000.0,308,87,1560,83642.0,147,59,0,0,490351135212
Block Group 3; Census Tract 1135.21; Salt Lake County; Utah,648,50,119,11,648,9,42,21,391200.0,556,50,2690,91875.0,127,73,4,0,490351135213
Block Group 4; Census Tract 1135.21; Salt Lake County; Utah,486,0,0,56,486,56,0,0,371300.0,383,103,1609,66848.0,76,33,15,0,490351135214
Block Group 1; Census Tract 1135.22; Salt Lake County; Utah,408,0,0,10,408,0,32,0,378900.0,388,20,1186,97500.0,174,34,8,0,490351135221
Block Group 2; Census Tract 1135.22; Salt Lake County; Utah,629,0,0,0,629,0,0,0,432400.0,580,10,1692,102232.0,183,97,3,0,490351135222
Block Group 1; Census Tract 1135.23; Salt Lake County; Utah,845,30,147,0,845,0,167,0,359100.0,572,173,1984,96607.0,128,92,74,16,490351135231
Block Group 2; Census Tract 1135.23; Salt Lake County; Utah,400,0,7,0,400,10,0,0,341200.0,274,126,1194,99470.0,135,30,0,0,490351135232
Block Group 3; Census Tract 1135.23; Salt Lake County; Utah,470,0,0,0,470,10,21,0,356700.0,361,74,1491,106625.0,33,37,0,0,490351135233
Block Group 4; Census Tract 1135.23; Salt Lake County; Utah,434,0,11,0,434,0,0,0,356300.0,387,47,1330,113137.0,65,50,15,0,490351135234
Block Group 1; Census Tract 1135.26; Salt Lake County; Utah,1014,0,170,72,1014,0,0,0,393200.0,872,110,3421,118693.0,154,35,0,0,490351135261
Block Group 2; Census Tract 1135.26; Salt Lake County; Utah,300,0,9,24,300,0,9,0,346900.0,181,119,1736,108182.0,101,9,0,0,490351135262
Block Group 3; Census Tract 1135.26; Salt Lake County; Utah,229,0,0,10,229,0,0,10,246400.0,168,61,981,103237.0,28,0,0,0,490351135263
Block Group 1; Census Tract 1135.27; Salt Lake County; Utah,385,0,17,0,385,0,0,0,330900.0,385,0,1465,85703.0,73,24,16,0,490351135271
Block Group 2; Census Tract 1135.27; Salt Lake County; Utah,421,0,0,14,421,0,0,0,372600.0,369,27,1145,89167.0,140,28,0,0,490351135272
Block Group 3; Census Tract 1135.27; Salt Lake County; Utah,420,0,30,0,420,0,0,0,333300.0,386,34,1457,114000.0,57,11,39,0,490351135273
Block Group 1; Census Tract 1135.28; Salt Lake County; Utah,741,0,0,0,741,0,0,17,372900.0,715,26,2226,96004.0,141,115,7,0,490351135281
Block Group 2; Census Tract 1135.28; Salt Lake County; Utah,304,36,0,0,304,0,0,0,389800.0,268,36,935,121458.0,189,75,73,0,490351135282
Block Group 3; Census Tract 1135.28; Salt Lake County; Utah,601,20,6,0,601,0,0,0,380400.0,474,127,1886,102813.0,153,59,0,55,490351135283
Block Group 1; Census Tract 1135.32; Salt Lake County; Utah,492,17,45,9,492,0,0,0,374300.0,479,13,1460,112857.0,170,66,0,11,490351135321
Block Group 2; Census Tract 1135.32; Salt Lake County; Utah,495,0,20,0,495,0,0,0,457800.0,454,41,1360,140792.0,274,28,29,0,490351135322
Block Group 1; Census Tract 1135.33; Salt Lake County; Utah,798,8,88,227,798,0,0,0,550500.0,727,53,2392,127250.0,809,122,20,0,490351135331
Block Group 2; Census Tract 1135.33; Salt Lake County; Utah,449,0,10,41,449,0,0,0,476000.0,394,55,1351,126458.0,255,55,20,18,490351135332
Block Group 3; Census Tract 1135.33; Salt Lake County; Utah,300,0,0,0,300,0,0,0,482100.0,290,10,1118,67500.0,64,35,15,19,490351135333
Block Group 1; Census Tract 1135.36; Salt Lake County; Utah,693,0,78,39,693,20,24,21,401000.0,437,189,2208,99359.0,291,4,15,0,490351135361
Block Group 2; Census Tract 1135.36; Salt Lake County; Utah,511,0,39,23,511,67,0,0,415000.0,129,336,1513,54866.0,77,0,10,0,490351135362
Block Group 1; Census Tract 1135.37; Salt Lake County; Utah,430,0,8,5,430,0,0,10,418600.0,343,87,1646,113448.0,235,16,4,0,490351135371
Block Group 2; Census Tract 1135.37; Salt Lake County; Utah,657,0,26,0,657,0,0,0,415700.0,427,199,2108,114069.0,98,5,0,0,490351135372
Block Group 1; Census Tract 1135.38; Salt Lake County; Utah,423,0,0,46,423,5,0,0,372100.0,388,35,1452,84485.0,56,4,5,0,490351135381
Block Group 2; Census Tract 1135.38; Salt Lake County; Utah,330,0,5,7,330,0,0,0,311600.0,305,17,1349,106563.0,73,25,0,0,490351135382
Block Group 1; Census Tract 1135.39; Salt Lake County; Utah,555,0,10,0,555,0,0,10,403500.0,483,72,3048,119625.0,107,4,0,0,490351135391
Block Group 2; Census Tract 1135.39; Salt Lake County; Utah,609,0,44,8,609,10,0,20,356800.0,513,96,2431,114417.0,162,50,0,0,490351135392
Block Group 1; Census Tract 1135.40; Salt Lake County; Utah,846,0,73,716,846,19,0,0,482500.0,753,93,3642,104930.0,508,116,0,21,490351135401
Block Group 2; Census Tract 1135.40; Salt Lake County; Utah,776,0,11,592,776,0,0,0,429900.0,629,127,2729,111279.0,173,24,0,0,490351135402
Block Group 1; Census Tract 1135.41; Salt Lake County; Utah,592,0,83,185,592,3,0,0,478000.0,535,57,2364,147941.0,229,76,31,0,490351135411
Block Group 1; Census Tract 1135.42; Salt Lake County; Utah,1158,60,430,614,1158,0,10,0,516200.0,1073,85,3917,110972.0,496,98,24,9,490351135421
Block Group 1; Census Tract 1135.43; Salt Lake County; Utah,627,0,0,224,627,0,0,0,519200.0,598,29,2285,123563.0,202,104,11,0,490351135431
Block Group 2; Census Tract 1135.43; Salt Lake County; Utah,582,0,0,100,582,0,0,0,468600.0,548,34,2131,128022.0,93,94,0,20,490351135432
Block Group 1; Census Tract 1135.44; Salt Lake County; Utah,610,0,0,0,610,0,0,0,373500.0,532,28,1916,138214.0,178,22,0,0,490351135441
Block Group 2; Census Tract 1135.44; Salt Lake County; Utah,620,0,0,43,620,0,0,0,367800.0,544,76,2385,112227.0,141,7,0,0,490351135442
Block Group 1; Census Tract 1135.45; Salt Lake County; Utah,831,0,389,434,831,0,0,0,520800.0,713,88,3010,115938.0,163,61,51,19,490351135451
Block Group 1; Census Tract 1136; Salt Lake County; Utah,430,0,0,0,430,0,0,0,348800.0,368,62,1125,78981.0,69,20,6,0,490351136001
Block Group 2; Census Tract 1136; Salt Lake County; Utah,284,0,0,0,284,0,0,0,292800.0,276,8,1042,67170.0,46,0,0,0,490351136002
Block Group 3; Census Tract 1136; Salt Lake County; Utah,635,0,3,0,635,0,0,0,298200.0,598,37,1969,51792.0,45,15,0,0,490351136003
Block Group 4; Census Tract 1136; Salt Lake County; Utah,364,0,0,0,364,0,0,0,346000.0,295,69,1102,78726.0,49,16,0,0,490351136004
Block Group 1; Census Tract 1137.01; Salt Lake County; Utah,468,0,0,11,468,0,0,0,378300.0,457,11,1713,107348.0,119,34,0,0,490351137011
Block Group 2; Census Tract 1137.01; Salt Lake County; Utah,306,0,0,0,306,0,0,0,320700.0,306,0,916,85000.0,27,11,0,17,490351137012
Block Group 3; Census Tract 1137.01; Salt Lake County; Utah,476,0,0,0,476,0,0,0,381800.0,328,148,1615,81382.0,71,0,19,0,490351137013
Block Group 1; Census Tract 1137.02; Salt Lake County; Utah,531,0,0,0,531,0,0,0,307300.0,444,63,1725,73203.0,81,23,0,0,490351137021
Block Group 2; Census Tract 1137.02; Salt Lake County; Utah,326,0,0,6,326,0,0,0,333300.0,224,102,1089,62000.0,59,14,14,3,490351137022
Block Group 1; Census Tract 1138.01; Salt Lake County; Utah,688,0,36,4,688,0,0,0,336000.0,547,141,2109,77635.0,82,12,0,0,490351138011
Block Group 2; Census Tract 1138.01; Salt Lake County; Utah,488,0,0,0,488,0,0,0,282300.0,346,142,2330,84474.0,76,0,0,0,490351138012
Block Group 3; Census Tract 1138.01; Salt Lake County; Utah,254,0,0,0,254,0,0,0,291400.0,165,54,808,71563.0,30,0,0,0,490351138013
Block Group 4; Census Tract 1138.01; Salt Lake County; Utah,244,0,0,0,244,0,0,0,361000.0,178,66,913,85303.0,67,16,0,0,490351138014
Block Group 1; Census Tract 1138.02; Salt Lake County; Utah,384,0,0,9,384,0,32,0,334400.0,224,104,1066,66912.0,53,7,0,12,490351138021
Block Group 2; Census Tract 1138.02; Salt Lake County; Utah,511,0,0,15,511,0,0,0,332600.0,432,72,1602,70139.0,16,62,0,0,490351138022
Block Group 3; Census Tract 1138.02; Salt Lake County; Utah,459,0,24,70,459,0,7,280,87200.0,402,57,1181,66156.0,18,8,0,8,490351138023
Block Group 1; Census Tract 1138.04; Salt Lake County; Utah,1106,0,40,556,1106,0,40,0,381000.0,982,124,3324,122115.0,534,349,0,0,490351138041
Block Group 2; Census Tract 1138.04; Salt Lake County; Utah,475,0,14,110,475,0,0,0,345500.0,475,0,1685,94875.0,23,30,0,0,490351138042
Block Group 1; Census Tract 1138.05; Salt Lake County; Utah,435,0,0,11,435,0,0,0,335200.0,405,30,1288,122714.0,281,9,0,0,490351138051
Block Group 2; Census Tract 1138.05; Salt Lake County; Utah,299,0,0,8,299,79,0,0,,48,251,984,81627.0,25,0,0,0,490351138052
Block Group 3; Census Tract 1138.05; Salt Lake County; Utah,469,0,0,48,469,0,0,0,349800.0,373,96,2084,130568.0,63,6,0,0,490351138053
Block Group 1; Census Tract 1139.03; Salt Lake County; Utah,660,0,12,82,660,0,0,18,306100.0,482,178,1865,67159.0,218,24,0,0,490351139031
Block Group 2; Census Tract 1139.03; Salt Lake County; Utah,608,0,30,120,608,0,0,0,379900.0,588,20,1775,109508.0,181,103,6,122,490351139032
Block Group 3; Census Tract 1139.03; Salt Lake County; Utah,478,44,114,197,478,0,0,12,393300.0,396,82,1748,104464.0,86,14,0,0,490351139033
Block Group 1; Census Tract 1139.04; Salt Lake County; Utah,558,20,0,0,558,0,0,0,354000.0,536,22,2170,120208.0,76,30,0,5,490351139041
Block Group 2; Census Tract 1139.04; Salt Lake County; Utah,182,0,0,0,182,0,0,0,218200.0,158,13,496,77639.0,28,8,0,0,490351139042
Block Group 3; Census Tract 1139.04; Salt Lake County; Utah,620,34,80,34,620,0,0,0,329100.0,549,71,2357,92237.0,62,15,0,0,490351139043
Block Group 4; Census Tract 1139.04; Salt Lake County; Utah,774,8,0,22,774,14,10,0,345700.0,667,107,2649,82995.0,82,21,14,0,490351139044
Block Group 1; Census Tract 1139.05; Salt Lake County; Utah,449,0,23,18,449,0,0,0,358900.0,377,72,1571,74712.0,20,6,0,0,490351139051
Block Group 2; Census Tract 1139.05; Salt Lake County; Utah,551,0,0,108,551,0,0,0,372600.0,466,85,2080,117991.0,230,0,15,12,490351139052
Block Group 3; Census Tract 1139.05; Salt Lake County; Utah,449,0,0,50,449,0,0,0,340900.0,407,36,1548,105284.0,119,84,31,0,490351139053
Block Group 4; Census Tract 1139.05; Salt Lake County; Utah,498,0,27,10,498,30,0,0,346200.0,361,137,1712,80833.0,68,18,0,0,490351139054
Block Group 1; Census Tract 1139.06; Salt Lake County; Utah,608,0,0,126,608,81,0,65,282300.0,362,212,1984,47188.0,97,6,13,0,490351139061
Block Group 2; Census Tract 1139.06; Salt Lake County; Utah,628,0,421,6,628,279,8,0,296800.0,195,382,1959,83482.0,173,0,0,0,490351139062
Block Group 3; Census Tract 1139.06; Salt Lake County; Utah,357,0,0,7,357,13,0,0,330600.0,240,117,1304,59978.0,19,30,0,0,490351139063
Block Group 1; Census Tract 1139.08; Salt Lake County; Utah,572,44,49,28,572,0,0,0,301900.0,523,49,2247,100536.0,175,26,0,0,490351139081
Block Group 2; Census Tract 1139.08; Salt Lake County; Utah,531,0,0,0,531,0,0,0,288300.0,451,3,1004,87616.0,129,0,6,0,490351139082
Block Group 3; Census Tract 1139.08; Salt Lake County; Utah,534,0,0,374,534,126,0,105,349200.0,321,213,1455,68400.0,86,140,0,0,490351139083
Block Group 1; Census Tract 1139.09; Salt Lake County; Utah,1291,66,590,604,1291,0,0,0,559500.0,1283,8,4677,142650.0,424,197,0,24,490351139091
Block Group 1; Census Tract 1140; Salt Lake County; Utah,1016,0,711,150,1016,76,863,0,738900.0,426,353,1586,97128.0,495,227,141,0,490351140001
Block Group 2; Census Tract 1140; Salt Lake County; Utah,569,42,41,84,569,15,525,0,607700.0,199,211,665,86867.0,197,144,70,15,490351140002
Block Group 3; Census Tract 1140; Salt Lake County; Utah,1527,300,769,179,1527,147,882,0,522700.0,156,1117,2177,43598.0,452,206,15,0,490351140003
Block Group 1; Census Tract 1141; Salt Lake County; Utah,1242,58,668,45,1242,44,789,0,586500.0,191,968,1892,90179.0,543,331,87,115,490351141001
Block Group 2; Census Tract 1141; Salt Lake County; Utah,824,0,51,0,824,2,0,0,673300.0,601,143,1694,140595.0,298,405,55,50,490351141002
Block Group 1; Census Tract 1142; Salt Lake County; Utah,898,20,170,402,898,34,77,100,493800.0,654,203,2282,92656.0,417,58,0,6,490351142001
Block Group 2; Census Tract 1142; Salt Lake County; Utah,1015,0,202,350,1015,45,18,0,565500.0,826,156,3119,149762.0,574,280,118,19,490351142002
Block Group 1; Census Tract 1143.01; Salt Lake County; Utah,432,0,155,37,432,205,44,0,,0,432,860,,44,119,0,0,490351143011
Block Group 2; Census Tract 1143.01; Salt Lake County; Utah,262,0,22,177,262,0,14,0,324100.0,57,205,813,48315.0,49,25,0,0,490351143012
Block Group 3; Census Tract 1143.01; Salt Lake County; Utah,743,0,0,157,743,0,0,0,423100.0,584,159,2738,96587.0,251,50,0,0,490351143013
Block Group 4; Census Tract 1143.01; Salt Lake County; Utah,291,13,0,259,291,47,19,0,333100.0,143,148,622,74676.0,175,62,0,0,490351143014
Block Group 1; Census Tract 1143.02; Salt Lake County; Utah,901,0,108,503,901,0,52,0,376000.0,681,168,2442,105810.0,266,118,11,0,490351143021
Block Group 1; Census Tract 1143.03; Salt Lake County; Utah,1096,96,676,261,1096,253,19,0,622600.0,575,361,2993,103431.0,479,153,0,0,490351143031
Block Group 2; Census Tract 1143.03; Salt Lake County; Utah,882,0,349,460,882,0,0,0,471400.0,778,72,3300,147984.0,522,340,0,0,490351143032
Block Group 3; Census Tract 1143.03; Salt Lake County; Utah,843,16,413,414,843,0,0,0,635700.0,843,0,3274,171156.0,892,263,0,0,490351143033
Block Group 1; Census Tract 1143.04; Salt Lake County; Utah,537,0,0,307,537,0,0,0,598700.0,537,0,2550,121328.0,360,180,26,0,490351143041
Block Group 2; Census Tract 1143.04; Salt Lake County; Utah,703,62,369,272,703,137,166,0,632800.0,247,383,1949,83750.0,216,77,39,0,490351143042
Block Group 3; Census Tract 1143.04; Salt Lake County; Utah,968,12,477,473,968,251,14,0,451300.0,537,431,2482,88676.0,433,192,10,0,490351143043
Block Group 1; Census Tract 1145; Salt Lake County; Utah,543,0,0,7,543,0,0,80,325700.0,436,84,1690,95127.0,161,15,0,0,490351145001
Block Group 2; Census Tract 1145; Salt Lake County; Utah,473,0,0,13,473,0,0,11,340700.0,293,180,2437,104931.0,37,38,52,0,490351145002
Block Group 3; Census Tract 1145; Salt Lake County; Utah,1205,22,522,419,1205,302,63,0,463100.0,677,436,3692,88403.0,270,173,37,5,490351145003
Block Group 1; Census Tract 1146.01; Salt Lake County; Utah,426,39,75,0,426,0,0,0,421400.0,372,54,1091,87181.0,119,110,0,8,490351146011
Block Group 2; Census Tract 1146.01; Salt Lake County; Utah,851,0,25,336,851,0,0,0,506600.0,752,57,2345,123068.0,404,366,67,6,490351146012
Block Group 3; Census Tract 1146.01; Salt Lake County; Utah,465,0,78,137,465,0,9,0,766000.0,444,21,1751,139250.0,129,85,14,12,490351146013
Block Group 1; Census Tract 1146.02; Salt Lake County; Utah,917,29,156,215,917,0,0,0,619400.0,757,160,2348,81847.0,399,70,40,0,490351146021
Block Group 1; Census Tract 1147; Salt Lake County; Utah,794,0,17,202,794,0,0,0,388000.0,659,135,2240,85298.0,276,83,0,0,490351147001
Block Group 2; Census Tract 1147; Salt Lake County; Utah,880,0,0,77,880,0,0,0,326100.0,742,138,2830,72903.0,334,41,0,0,490351147002
Block Group 1; Census Tract 1148; Salt Lake County; Utah,631,0,30,85,631,37,16,0,1314900.0,587,17,1599,250001.0,359,191,214,268,490351148001
Block Group 2; Census Tract 1148; Salt Lake County; Utah,288,0,15,0,288,0,0,0,1087700.0,288,0,685,223250.0,196,193,49,76,490351148002
Block Group 3; Census Tract 1148; Salt Lake County; Utah,388,0,0,0,388,0,0,0,1222700.0,301,87,1443,168889.0,237,150,130,100,490351148003
Block Group 1; Census Tract 1151.07; Salt Lake County; Utah,1177,54,671,305,1177,0,0,0,810200.0,962,69,3819,155855.0,797,283,59,29,490351151071
Block Group 2; Census Tract 1151.07; Salt Lake County; Utah,200,0,36,136,200,0,0,0,702200.0,186,0,823,221250.0,160,106,0,0,490351151072
Block Group 3; Census Tract 1151.07; Salt Lake County; Utah,334,0,8,317,334,0,0,0,620900.0,334,0,1652,155147.0,232,159,0,16,490351151073
Block Group 1; Census Tract 1151.08; Salt Lake County; Utah,781,0,452,318,781,0,0,0,378900.0,640,141,2496,106727.0,414,46,13,41,490351151081
Block Group 2; Census Tract 1151.08; Salt Lake County; Utah,1724,126,1229,281,1724,0,0,0,624800.0,1699,25,4952,122227.0,933,468,28,52,490351151082
Block Group 1; Census Tract 1151.09; Salt Lake County; Utah,2640,259,2228,153,2640,162,42,0,460700.0,1698,942,7408,89309.0,1639,331,77,14,490351151091
Block Group 1; Census Tract 1152.10; Salt Lake County; Utah,3344,394,2558,93,3344,50,219,0,583500.0,2755,403,9337,130000.0,2126,1085,147,30,490351152101
Block Group 1; Census Tract 1152.11; Salt Lake County; Utah,1335,538,480,317,1335,19,0,0,579900.0,1186,98,4091,129797.0,740,328,0,79,490351152111
Block Group 2; Census Tract 1152.11; Salt Lake County; Utah,476,0,0,325,476,0,0,0,604500.0,462,14,1524,167222.0,256,27,0,0,490351152112
Block Group 3; Census Tract 1152.11; Salt Lake County; Utah,652,66,156,285,652,43,92,0,776500.0,140,481,2184,54421.0,96,42,19,0,490351152113
Block Group 1; Census Tract 9800; Salt Lake County; Utah,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,490359800001
Block Group 1; Census Tract 9801; Salt Lake County; Utah,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,490359801001
Block Group 1; Census Tract 9420; San Juan County; Utah,706,0,44,135,706,0,0,237,54700.0,444,89,1799,49519.0,64,22,13,4,490379420001
Block Group 2; Census Tract 9420; San Juan County; Utah,715,4,83,130,715,0,0,202,59300.0,376,54,1485,40833.0,40,8,0,0,490379420002
Block Group 1; Census Tract 9421; San Juan County; Utah,559,13,32,135,559,0,0,136,52800.0,460,53,1841,33458.0,71,0,0,0,490379421001
Block Group 2; Census Tract 9421; San Juan County; Utah,299,5,19,35,299,0,3,40,,151,109,825,25227.0,12,18,0,0,490379421002
Block Group 1; Census Tract 9781; San Juan County; Utah,776,0,70,235,776,0,0,36,286800.0,640,5,2002,67395.0,295,79,0,9,490379781001
Block Group 2; Census Tract 9781; San Juan County; Utah,446,0,0,33,446,0,0,26,284800.0,362,51,1197,71107.0,128,35,0,22,490379781002
Block Group 3; Census Tract 9781; San Juan County; Utah,317,0,0,10,317,0,0,76,435700.0,198,92,837,52500.0,89,25,0,0,490379781003
Block Group 1; Census Tract 9782; San Juan County; Utah,251,0,50,23,251,0,0,38,266700.0,130,35,366,54315.0,22,84,10,0,490379782001
Block Group 2; Census Tract 9782; San Juan County; Utah,496,0,33,75,496,0,0,24,282800.0,261,163,1254,62917.0,135,78,18,0,490379782002
Block Group 3; Census Tract 9782; San Juan County; Utah,752,0,67,50,752,0,0,127,277800.0,506,200,2055,50893.0,202,123,25,9,490379782003
Block Group 4; Census Tract 9782; San Juan County; Utah,295,0,16,6,295,0,0,26,177600.0,184,87,805,70561.0,129,24,11,0,490379782004
Block Group 1; Census Tract 9721.01; Sanpete County; Utah,654,0,65,215,654,0,0,7,299500.0,476,57,1601,65388.0,78,89,14,27,490399721011
Block Group 2; Census Tract 9721.01; Sanpete County; Utah,480,24,21,44,480,12,0,0,277600.0,282,123,1484,73641.0,60,60,53,6,490399721012
Block Group 3; Census Tract 9721.01; Sanpete County; Utah,740,14,81,96,740,0,0,56,367900.0,538,55,1596,68423.0,164,182,5,24,490399721013
Block Group 1; Census Tract 9721.02; Sanpete County; Utah,335,0,8,34,335,0,0,4,258000.0,265,42,861,86875.0,107,55,0,0,490399721021
Block Group 2; Census Tract 9721.02; Sanpete County; Utah,531,0,14,35,531,0,0,42,243500.0,304,171,1441,59740.0,74,29,0,6,490399721022
Block Group 3; Census Tract 9721.02; Sanpete County; Utah,759,0,90,250,759,0,0,0,336700.0,377,19,1138,,133,18,1,43,490399721023
Block Group 4; Census Tract 9721.02; Sanpete County; Utah,497,13,11,74,497,0,3,46,300000.0,240,31,705,65551.0,70,80,41,1,490399721024
Block Group 1; Census Tract 9722; Sanpete County; Utah,984,15,96,112,984,0,0,99,288000.0,729,129,2704,67330.0,200,56,1,16,490399722001
Block Group 2; Census Tract 9722; Sanpete County; Utah,507,0,13,58,507,0,0,27,258500.0,428,40,1347,66458.0,64,28,2,3,490399722002
Block Group 1; Census Tract 9723; Sanpete County; Utah,265,0,8,15,265,0,0,6,278100.0,91,104,2142,,55,4,0,5,490399723001
Block Group 2; Census Tract 9723; Sanpete County; Utah,265,0,10,32,265,0,0,0,241900.0,192,73,1336,68229.0,39,25,0,0,490399723002
Block Group 3; Census Tract 9723; Sanpete County; Utah,519,0,25,118,519,0,0,46,305500.0,393,65,1536,77250.0,75,42,8,3,490399723003
Block Group 4; Census Tract 9723; Sanpete County; Utah,242,0,7,22,242,0,0,19,254400.0,176,52,630,85000.0,54,53,0,0,490399723004
